Contract,customerID,Dependents,DeviceProtection,gender,MonthlyCharges,InternetService,OnlineSecurity,PaperlessBilling,MultipleLines,Partner,OnlineBackup,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,tenure,TotalCharges
Month-to-month,8625-AZYZY,No,Yes,Male,104.65,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,24,2542.45
Month-to-month,8634-MPHTR,No,Yes,Male,100.05,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,47,4871.05
Month-to-month,8637-XJIVR,No,No,Female,78.95,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,12,927.35
Month-to-month,8640-SDGKB,No,Yes,Male,74.4,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,4,299.7
Month-to-month,8642-GVWRF,No,Yes,Female,79.7,Fiber optic,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,2,165
Month-to-month,8644-XLFBW,No,No,Male,71.65,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,1,71.65
Month-to-month,8650-RHRKE,No,Yes,Male,29.65,DSL,No,Yes,No phone service,No,No,Electronic check,No,0,No,No,No,4,118.5
Month-to-month,8665-UTDHZ,Yes,No,Male,30.2,DSL,No,No,No phone service,Yes,Yes,Electronic check,No,0,No,No,No,1,30.2
Month-to-month,8676-TRMJS,No,No,Male,75,Fiber optic,No,No,Yes,No,No,Mailed check,Yes,0,No,No,No,3,209.1
Month-to-month,8679-JOEVF,No,No,Female,59.4,DSL,No,No,No,No,No,Electronic check,Yes,1,No,Yes,Yes,16,1023.9
Month-to-month,8685-WHQPW,No,No,Female,74.4,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,1,No,No,No,22,1692.6
Month-to-month,8696-JKZNU,No,No,Female,76.25,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,37,2841.55
Month-to-month,8699-ASUFO,No,No,Male,74.4,Fiber optic,No,Yes,Yes,Yes,No,Mailed check,Yes,1,No,No,No,7,527.9
Month-to-month,8708-XPXHZ,Yes,No,Female,94.2,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,42,4186.3
Month-to-month,8714-EUHJO,Yes,No,Female,91.15,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,No,No,31,2995.45
Month-to-month,8718-PTMEZ,No,No,Female,31.05,DSL,No,Yes,No phone service,No,Yes,Electronic check,No,0,No,No,No,13,347.25
Month-to-month,8722-NGNBH,No,Yes,Male,40,DSL,Yes,No,No phone service,No,No,Mailed check,No,0,No,No,Yes,5,223.45
Month-to-month,8739-WWKDU,No,No,Male,89.5,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,No,Yes,No,25,2196.15
Month-to-month,8740-CRYFY,No,No,Male,78.95,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,78.95
Month-to-month,8740-XLHDR,No,Yes,Male,43.25,DSL,Yes,Yes,No phone service,No,Yes,Mailed check,No,0,No,No,Yes,5,219
Month-to-month,8749-JMNKX,No,Yes,Male,93.8,Fiber optic,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,No,Yes,No,51,4750.95
Month-to-month,8752-STIVR,No,No,Female,79,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,4,303.15
Month-to-month,8761-NSOBC,No,No,Male,100.55,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,44,4398.15
Month-to-month,8773-HHUOZ,Yes,No,Female,64.7,DSL,No,Yes,No,No,No,Mailed check,Yes,0,Yes,Yes,No,17,1093.1
Month-to-month,8775-CEBBJ,No,No,Female,44.2,DSL,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,9,403.35
Month-to-month,8775-LHDJH,No,No,Female,90.6,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,No,Yes,No,1,90.6
Month-to-month,8779-QRDMV,No,Yes,Male,39.65,DSL,No,Yes,No phone service,No,No,Electronic check,No,1,Yes,No,No,1,39.65
Month-to-month,8780-IXSTS,No,No,Female,90.1,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,Yes,No,6,521.3
Month-to-month,8784-CGILN,No,No,Female,99.85,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,18,1776.95
Month-to-month,8785-EPNCG,No,No internet service,Male,23.15,No,No internet service,No,Yes,No,No internet service,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,11,245.2
Month-to-month,8802-UNOJF,No,Yes,Male,83.8,Fiber optic,No,Yes,No,No,Yes,Mailed check,Yes,1,No,No,Yes,12,1029.75
Month-to-month,8806-EAGWC,No,No,Male,55.15,DSL,No,No,No,No,No,Mailed check,Yes,0,No,Yes,No,3,159.15
Month-to-month,8808-ELEHO,No,Yes,Male,81.25,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,8,585.95
Month-to-month,8816-VXNZD,No,No,Female,75.1,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,1,75.1
Month-to-month,8818-XYFCQ,Yes,No,Male,99.55,Fiber optic,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,32,3204.65
Month-to-month,8821-XNHVZ,Yes,No,Female,80.05,Fiber optic,No,Yes,No,Yes,No,Mailed check,Yes,0,No,Yes,No,1,80.05
Month-to-month,8824-RWFXJ,Yes,Yes,Male,56.15,DSL,No,Yes,No,Yes,Yes,Mailed check,Yes,0,No,No,No,3,168.15
Month-to-month,8835-VSDSE,No,No,Female,70.7,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,2,141.45
Month-to-month,8837-VVWLQ,No,No,Female,84.95,Fiber optic,Yes,No,No,No,No,Electronic check,Yes,0,No,Yes,No,8,668.4
Month-to-month,8840-DQLGN,No,No,Female,100.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,No,Yes,Yes,35,3653.35
Month-to-month,8844-TONUD,Yes,Yes,Male,96.65,Fiber optic,No,Yes,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,13,1162.85
Month-to-month,8854-CCVSQ,No,No,Male,80.65,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,No,No,18,1451.9
Month-to-month,8861-HGGKB,No,No,Female,86.45,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,Yes,No,No,10,830.85
Month-to-month,8868-WOZGU,No,Yes,Male,105.7,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,28,2979.5
Month-to-month,8878-HMWBV,No,Yes,Male,49.15,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,3,169.05
Month-to-month,8884-ADFVN,No,Yes,Male,101.95,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,7,700.85
Month-to-month,8901-HJXTF,Yes,No,Female,29.2,DSL,No,No,No phone service,Yes,Yes,Mailed check,No,0,No,No,No,12,309.1
Month-to-month,8914-RBTSB,No,Yes,Male,93.8,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,31,3019.5
Month-to-month,8919-FYFQZ,No,No,Male,30.35,DSL,No,Yes,No phone service,Yes,Yes,Electronic check,No,1,No,No,No,44,1359.7
Month-to-month,8922-LIEGH,No,No,Female,89.7,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,No,No,25,2187.55
Month-to-month,8931-GJJIQ,No,No,Female,83.3,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,9,803.3
Month-to-month,8937-RDTHP,No,No,Male,84.6,Fiber optic,Yes,Yes,No,No,No,Mailed check,Yes,0,Yes,No,No,1,84.6
Month-to-month,8938-UMKPI,No,Yes,Female,106.4,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,47,5127.95
Month-to-month,8943-URTMR,No,No,Female,79.65,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,No,Yes,No,2,152.7
Month-to-month,8945-GRKHX,Yes,No,Female,78.65,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,No,No,1,78.65
Month-to-month,8949-JTMAY,No,Yes,Female,98.6,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,No,29,2933.2
Month-to-month,8972-HJWNV,No,No,Female,84.55,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,No,No,7,646.85
Month-to-month,8976-OQHGT,Yes,No,Female,56.5,DSL,No,No,No,Yes,Yes,Mailed check,Yes,0,No,No,Yes,4,235.1
Month-to-month,8988-ECPJR,Yes,No,Female,79.6,Fiber optic,No,Yes,Yes,Yes,Yes,Mailed check,Yes,1,No,No,No,34,2718.3
Month-to-month,8992-JQYUN,No,Yes,Male,50.35,DSL,No,Yes,No phone service,Yes,No,Electronic check,No,0,Yes,Yes,No,1,50.35
Month-to-month,8993-PHFWD,No,No,Female,25.25,DSL,No,No,No phone service,No,No,Electronic check,No,0,No,No,No,3,58.9
Month-to-month,8999-BOHSE,No,No,Female,89.7,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,11,1047.7
Month-to-month,9019-QVLZD,No,No,Female,79.55,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,No,Yes,No,1,79.55
Month-to-month,9025-AOMKI,No,No,Female,93.55,Fiber optic,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,6,536.4
Month-to-month,9025-ZRPVR,No,No internet service,Male,18.95,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,9,185.6
Month-to-month,9026-RNUJS,No,Yes,Male,50.35,DSL,No,No,No,No,No,Electronic check,Yes,1,No,No,No,5,237.25
Month-to-month,9039-RBEEE,No,No,Male,48.95,DSL,Yes,Yes,No phone service,No,Yes,Credit card (automatic),No,0,No,Yes,Yes,39,1880.85
Month-to-month,9048-JVYVF,No,No,Male,69.35,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,3,191.35
Month-to-month,9050-QLROH,No,Yes,Male,90.7,Fiber optic,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,No,No,18,1597.25
Month-to-month,9057-MSWCO,No,No,Male,30.75,DSL,Yes,No,No phone service,Yes,No,Credit card (automatic),No,1,No,No,No,27,805.1
Month-to-month,9057-SIHCH,No,No,Female,96.6,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,3,291.9
Month-to-month,9058-CBREO,No,No,Female,50.55,DSL,No,No,Yes,No,No,Mailed check,Yes,1,No,No,No,1,50.55
Month-to-month,9061-TIHDA,No,No,Male,95.25,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,13,1233.65
Month-to-month,9063-ZGTUY,Yes,No internet service,Female,19.4,No,No internet service,Yes,No,Yes,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,61,1182.55
Month-to-month,9079-YEXQJ,No,Yes,Female,111.1,Fiber optic,No,No,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,54,6014.85
Month-to-month,9090-SGQXL,No,Yes,Male,105.3,Fiber optic,No,Yes,Yes,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,68,7299.65
Month-to-month,9095-HFAFX,No,No,Female,81,Fiber optic,No,Yes,No,No,No,Credit card (automatic),Yes,0,No,Yes,No,5,389.6
Month-to-month,9102-IAYHT,Yes,No,Female,85.45,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,17,1451.6
Month-to-month,9103-TCIHJ,No,No,Female,55.7,DSL,Yes,Yes,Yes,No,No,Mailed check,Yes,0,No,No,No,15,899.8
Month-to-month,9117-SHLZX,No,No,Male,45.7,DSL,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,1,45.7
Month-to-month,9124-LHCJQ,No,No,Female,85.45,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,Yes,No,No,1,85.45
Month-to-month,9134-CEQMF,No,No,Male,89.5,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,7,676.7
Month-to-month,9136-ALYBR,No,No,Male,24.45,DSL,No,Yes,No phone service,No,No,Mailed check,No,0,No,No,No,1,24.45
Month-to-month,9158-VCTQB,No,Yes,Female,113.6,Fiber optic,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,41,4594.95
Month-to-month,9170-CCKOU,No,Yes,Male,90.2,Fiber optic,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,No,No,17,1454.15
Month-to-month,9170-GYZJC,Yes,Yes,Female,79.9,DSL,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,41,3326.2
Month-to-month,9172-ANCRX,No,No,Female,98.7,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,10,973.25
Month-to-month,9172-JITSM,Yes,No,Female,90.8,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,26,2361.8
Month-to-month,9174-FKWZE,No,No internet service,Female,19.45,No,No internet service,Yes,No,No,No internet service,Electronic check,Yes,1,No internet service,No internet service,No internet service,1,19.45
Month-to-month,9185-TQCVP,No,No,Male,85.15,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,14,1139.2
Month-to-month,9189-JWSHV,No,No,Female,93.55,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,24,2264.05
Month-to-month,9190-MFJLN,No,Yes,Male,95.9,Fiber optic,No,Yes,No,No,No,Credit card (automatic),Yes,1,Yes,Yes,No,19,1777.9
Month-to-month,9191-MYQKX,No,Yes,Female,75.15,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,7,496.9
Month-to-month,9206-GVPEQ,No,No,Male,54.45,DSL,Yes,Yes,No phone service,Yes,No,Electronic check,No,0,Yes,Yes,Yes,13,706.85
Month-to-month,9210-IAHGH,No,No,Female,70.75,DSL,No,Yes,No,No,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,7,450.8
Month-to-month,9221-OTIVJ,No,Yes,Female,104.85,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,1,Yes,Yes,No,14,1531.4
Month-to-month,9223-UCPVT,No,Yes,Female,94.4,Fiber optic,No,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,94.4
Month-to-month,9227-LUNBG,No,No,Female,24.6,DSL,No,No,No phone service,No,No,Electronic check,No,0,No,No,No,1,24.6
Month-to-month,9231-ZJYAM,No,No,Female,78.85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,Yes,No,4,292.8
Month-to-month,9237-HQITU,No,No,Female,70.7,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,2,151.65
Month-to-month,9239-ZBZZV,No,Yes,Female,47.95,DSL,No,Yes,No phone service,No,No,Electronic check,No,0,Yes,Yes,No,6,305.1
Month-to-month,9248-OJYKK,No,No,Male,76.45,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,1,76.45
Month-to-month,9250-WYPLL,No,No,Female,75.55,Fiber optic,No,No,Yes,No,No,Electronic check,Yes,0,No,No,No,5,413.65
Month-to-month,9253-QXKBE,No,No,Male,94.45,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,Yes,No,29,2653.65
Month-to-month,9259-PACGQ,No,No,Female,62.65,DSL,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,34,2274.9
Month-to-month,9269-CQOOL,Yes,No,Male,54.7,DSL,No,Yes,No,No,No,Credit card (automatic),Yes,0,No,Yes,No,3,169.45
Month-to-month,9274-CNFMO,No,No,Male,74.95,Fiber optic,No,No,Yes,Yes,No,Electronic check,Yes,1,No,No,No,4,308.7
Month-to-month,9282-IZGQK,No,No,Female,85,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,1,85
Month-to-month,9283-LZQOH,Yes,No,Male,74.4,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,No,13,896.75
Month-to-month,9286-DOJGF,No,No,Female,74.95,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,No,No,No,38,2869.85
Month-to-month,9300-AGZNL,No,No,Male,94,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,1,94
Month-to-month,9300-RENDD,No,No,Male,79.95,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,1,79.95
Month-to-month,9305-CDSKC,No,Yes,Female,99.65,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,8,820.5
Month-to-month,9306-CPCBC,No,No,Female,74.25,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,3,210.3
Month-to-month,9317-WZPGV,No,No,Female,79.75,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),Yes,1,Yes,No,No,2,159.4
Month-to-month,9318-NKNFC,No,No internet service,Male,18.85,No,No internet service,Yes,No,No,No internet service,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,18.85
Month-to-month,9330-IJWIO,No,No,Female,100.35,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,13,1358.85
Month-to-month,9367-WXLCH,No,No,Male,84.5,Fiber optic,No,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,No,No,8,662.65
Month-to-month,9369-XFEHK,No,No,Female,80.6,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,1,No,No,No,33,2656.5
Month-to-month,9381-NDKME,No,Yes,Female,40.65,DSL,No,Yes,No phone service,Yes,No,Credit card (automatic),No,1,Yes,No,No,24,933.3
Month-to-month,9391-EOYLI,No,No,Male,80.45,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,1,Yes,No,No,12,950.2
Month-to-month,9399-APLBT,Yes,No,Female,74.7,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,No,1,74.7
Month-to-month,9408-SSNVZ,No,No,Female,70.15,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,4,268.35
Month-to-month,9412-GHEEC,No,Yes,Male,104.8,Fiber optic,No,No,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,40,4131.95
Month-to-month,9415-DPEWS,No,No,Female,88.35,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,18,1639.3
Month-to-month,9420-LOJKX,No,No,Female,99.1,Fiber optic,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,15,1426.4
Month-to-month,9430-FRQOC,Yes,Yes,Female,87.1,Fiber optic,No,Yes,Yes,No,No,Mailed check,Yes,0,No,No,Yes,4,341.45
Month-to-month,9436-ZBZCT,No,No,Male,89.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,14,1178.4
Month-to-month,9444-JTXHZ,No,Yes,Male,76.2,Fiber optic,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,76.2
Month-to-month,9445-SZLCH,Yes,Yes,Female,97.35,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,36,3457.9
Month-to-month,9448-REEVD,No,No,Male,44.7,DSL,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,1,44.7
Month-to-month,9451-LPGOO,No,No,Male,86.8,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,No,7,620.35
Month-to-month,9462-MJUAW,No,No,Male,50.4,DSL,No,No,Yes,No,No,Mailed check,Yes,0,No,No,No,4,206.6
Month-to-month,9465-RWMXL,No,Yes,Male,78.9,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,No,No,No,32,2447.95
Month-to-month,9474-PHLYD,No,Yes,Female,59.45,DSL,No,Yes,No,No,No,Electronic check,Yes,0,Yes,No,No,15,892.65
Month-to-month,9488-HGMJH,No,No,Female,71.15,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,1,No,No,No,1,71.15
Month-to-month,9490-DFPMD,No,No,Female,84.65,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,Yes,No,42,3541.35
Month-to-month,9492-TOKRI,No,No,Female,90,Fiber optic,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,No,Yes,No,18,1527.35
Month-to-month,9497-QCMMS,No,No,Male,93.55,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,Yes,Yes,No,1,93.55
Month-to-month,9507-EXLTT,No,No,Female,79.35,Fiber optic,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,1,79.35
Month-to-month,9512-UIBFX,Yes,Yes,Male,95.15,Fiber optic,No,No,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,18,1779.95
Month-to-month,9514-JDSKI,No,No,Male,40.2,DSL,No,No,No phone service,Yes,Yes,Electronic check,No,1,No,Yes,No,1,40.2
Month-to-month,9524-EGPJC,No,No,Female,90.1,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,No,Yes,18,1612.75
Month-to-month,9526-BIHHD,No,No,Male,29.7,DSL,Yes,No,No phone service,No,No,Mailed check,No,0,No,No,No,1,29.7
Month-to-month,9526-JAWYF,No,Yes,Male,89.8,Fiber optic,No,No,No,No,Yes,Electronic check,Yes,0,No,Yes,No,26,2335.3
Month-to-month,9530-EHPOH,No,Yes,Male,53.75,DSL,No,No,Yes,No,No,Electronic check,Yes,0,No,No,No,11,608
Month-to-month,9540-JYROE,No,No,Male,70.1,Fiber optic,No,Yes,No,No,No,Mailed check,Yes,0,No,No,No,8,551.35
Month-to-month,9546-CQJSU,No,Yes,Female,91.4,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,No,Yes,No,2,193.6
Month-to-month,9560-ARGQJ,Yes,No,Female,81,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,16,1312.15
Month-to-month,9564-KCLHR,No,No,Male,51.25,DSL,No,No,No,No,No,Mailed check,Yes,0,No,No,Yes,1,51.25
Month-to-month,9565-DJPIB,Yes,No,Female,89.6,Fiber optic,No,No,Yes,No,Yes,Mailed check,Yes,0,No,Yes,No,4,365.65
Month-to-month,9572-MTILT,No,Yes,Male,106.75,Fiber optic,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,59,6252.9
Month-to-month,9574-RKJIF,Yes,No,Male,94.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,30,2838.7
Month-to-month,9576-ANLXO,No,No,Female,69.55,Fiber optic,No,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,3,222.3
Month-to-month,9578-VRMNM,No,Yes,Female,65.2,DSL,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,Yes,No,No,16,1043.35
Month-to-month,9600-NAXZN,No,No,Male,101.4,Fiber optic,No,Yes,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,No,43,4528
Month-to-month,9600-UDOPK,No,No,Male,94.05,Fiber optic,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,30,2866.45
Month-to-month,9601-BRXPO,No,Yes,Female,104.95,Fiber optic,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,25,2566.5
Month-to-month,9606-PBKBQ,No,No,Male,85,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,1,Yes,No,No,32,2642.05
Month-to-month,9611-CTWIH,No,No,Female,89.45,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,3,240.45
Month-to-month,9614-RMGHA,No,No,Male,91.85,Fiber optic,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,65,5940.85
Month-to-month,9625-QSTYE,No,Yes,Female,81.15,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,0,No,No,No,13,952.3
Month-to-month,9637-EIHEQ,No,No,Female,50.8,DSL,No,Yes,No,No,No,Electronic check,Yes,0,No,No,Yes,1,50.8
Month-to-month,9647-ERGBE,Yes,Yes,Female,100.05,Fiber optic,No,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,30,3046.15
Month-to-month,9658-WYUFB,No,No,Female,94.4,Fiber optic,Yes,Yes,Yes,No,Yes,Electronic check,Yes,0,No,Yes,No,17,1617.5
Month-to-month,9661-ACXBS,No,Yes,Female,105.2,Fiber optic,Yes,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,42,4400.75
Month-to-month,9661-MHUMO,Yes,No,Male,49.25,DSL,No,Yes,No,Yes,No,Credit card (automatic),Yes,1,No,No,Yes,1,49.25
Month-to-month,9667-EQRXU,No,Yes,Female,40.3,DSL,No,Yes,No phone service,No,No,Electronic check,No,1,No,Yes,No,30,1172.95
Month-to-month,9681-OXGVC,No,Yes,Female,100.5,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,0,Yes,Yes,No,5,514
Month-to-month,9685-WKZGT,No,No,Male,74.95,Fiber optic,No,Yes,Yes,No,No,Electronic check,Yes,1,No,No,No,14,1036.75
Month-to-month,9689-PTNPG,No,No,Male,80.25,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,2,144.55
Month-to-month,9692-TUSXH,No,No,Female,96.05,Fiber optic,Yes,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,18,1740.7
Month-to-month,9710-ZUSHQ,No,No,Female,106.75,Fiber optic,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,No,37,4056.75
Month-to-month,9722-UJOJR,Yes,No,Male,70.75,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,No,29,1974.8
Month-to-month,9725-SCPZG,Yes,No,Male,90.85,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,Yes,Yes,No,1,90.85
Month-to-month,9728-FTTVZ,No,No,Female,69.2,Fiber optic,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,1,69.2
Month-to-month,9732-KPKBW,No,No,Male,53.95,DSL,Yes,Yes,No,No,No,Electronic check,Yes,0,No,No,Yes,1,53.95
Month-to-month,9734-UYXQI,No,No,Female,49.4,DSL,No,Yes,Yes,No,No,Electronic check,Yes,0,No,No,No,2,106.55
Month-to-month,9734-YWGEX,No,Yes,Female,98.3,Fiber optic,No,No,Yes,No,No,Credit card (automatic),Yes,0,Yes,Yes,No,9,923.5
Month-to-month,9747-DDZOS,No,Yes,Female,73.5,Fiber optic,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,1,73.5
Month-to-month,9763-PDTKK,No,Yes,Female,94.4,Fiber optic,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,0,Yes,No,Yes,4,387.2
Month-to-month,9776-CLUJA,No,No,Female,77.5,Fiber optic,Yes,Yes,Yes,Yes,No,Electronic check,Yes,1,No,No,No,51,3807.35
